date,lnsp500_rf,sp500_rf,recessionD,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl,ma_1_9,ma_1_12,ma_2_9,ma_2_12,ma_3_9,ma_3_12,mom_9,mom_12,vol_1_9,vol_1_12,vol_2_9,vol_2_12,vol_3_9,vol_3_12,sento ,sent,dsento,dsent,ewsi
194805,0.0798,0.0832,0,-2.977,-2.902,-2.221,-0.756,0.17,0.782,0.026,1,2.31,1.41,1.31,0.62,-1.33,1.414,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194806,0.0068,0.0068,0,-2.98,-2.977,-2.197,-0.783,0.153,0.787,0.024,1,2.38,-0.84,1.38,0.58,0.01,0.7,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194807,-0.0545,-0.0531,0,-2.918,-2.973,-2.106,-0.812,0.158,0.822,0.023,1,2.41,-0.21,1.41,0.56,-0.31,0.695,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194808,0.0146,0.0147,0,-2.918,-2.91,-2.078,-0.84,0.154,0.821,0.02,1.06,2.42,0.01,1.36,0.6,0.54,1.239,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194809,-0.0282,-0.0279,0,-2.879,-2.91,-2.013,-0.867,0.161,0.836,0.02,1.09,2.42,0.14,1.33,0.61,0.1,0.41,0,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194810,0.0667,0.0691,0,-2.922,-2.857,-2.043,-0.879,0.178,0.792,0.019,1.12,2.43,0.07,1.31,0.66,0.17,0,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194811,-0.1045,-0.0993,1,-2.786,-2.9,-1.895,-0.89,0.208,0.871,0.019,1.14,2.39,0.76,1.25,0.69,0.09,-0.41,0,0,0,1,0,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194812,0.0344,0.035,1,-2.794,-2.764,-1.893,-0.901,0.21,0.841,0.015,1.16,2.37,0.56,1.21,0.74,0.75,-0.686,0,0,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194901,0.0017,0.0017,1,-2.777,-2.776,-1.881,-0.896,0.196,0.832,0.013,1.17,2.33,0.82,1.16,0.75,-0.44,-0.691,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194902,-0.0331,-0.0326,1,-2.72,-2.76,-1.828,-0.892,0.193,0.862,0.017,1.17,2.31,0.49,1.14,0.74,-0.11,-0.139,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194903,0.0324,0.033,1,-2.732,-2.703,-1.845,-0.887,0.176,0.902,0.015,1.17,2.27,0.74,1.1,0.77,-0.67,-1.117,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194904,-0.0198,-0.0197,1,-2.697,-2.719,-1.821,-0.877,0.172,0.917,0.015,1.17,2.27,0.11,1.1,0.75,0.12,0.281,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194905,-0.0308,-0.0304,1,-2.646,-2.684,-1.78,-0.866,0.153,0.949,0.017,1.17,2.27,0.19,1.1,0.74,0.19,0.14,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194906,0.0008,0.0008,1,-2.631,-2.633,-1.775,-0.856,0.151,0.954,0.016,1.17,2.17,1.67,1,0.76,-0.83,-0.14,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194907,0.0599,0.0618,1,-2.684,-2.624,-1.837,-0.848,0.154,0.908,0.019,1.02,2.16,0.33,1.14,0.79,0.66,0.14,1,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194908,0.0207,0.0209,1,-2.69,-2.678,-1.85,-0.84,0.156,0.894,0.019,1.04,2.1,1.11,1.06,0.78,-0.74,-0.702,1,1,1,1,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194909,0.0262,0.0265,1,-2.707,-2.683,-1.875,-0.832,0.156,0.875,0.023,1.07,2.12,-0.11,1.05,0.77,0.32,0.281,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194910,0.0285,0.0289,1,-2.704,-2.675,-1.914,-0.791,0.141,0.843,0.022,1.05,2.12,0.19,1.07,0.75,0.48,0.42,1,1,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194911,0.0197,0.0199,0,-2.675,-2.674,-1.925,-0.75,0.113,0.834,0.023,1.08,2.12,0.21,1.04,0.75,0,-0.561,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194912,0.0488,0.0501,0,-2.688,-2.645,-1.977,-0.711,0.118,0.796,0.027,1.1,2.09,0.52,0.99,0.73,-1.97,0.141,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195001,0.0186,0.0188,0,-2.696,-2.679,-1.987,-0.709,0.124,0.791,0.027,1.07,2.15,-0.61,1.08,0.67,0.98,-0.563,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195002,0.0185,0.0187,0,-2.698,-2.688,-1.99,-0.707,0.119,0.785,0.025,1.12,2.14,0.21,1.02,0.66,-0.14,-0.425,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195003,0.0072,0.0073,0,-2.693,-2.689,-1.987,-0.706,0.11,0.826,0.029,1.12,2.15,0.08,1.03,0.66,0.14,-0.284,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195004,0.0439,0.045,0,-2.729,-2.685,-2.008,-0.721,0.119,0.796,0.026,1.15,2.14,0.3,0.99,0.63,-0.38,0.426,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195005,0.0449,0.0459,0,-2.759,-2.72,-2.023,-0.736,0.125,0.761,0.028,1.16,2.13,0.33,0.97,0.64,-0.41,0.142,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195006,-0.0567,-0.0552,0,-2.691,-2.75,-1.941,-0.75,0.144,0.813,0.03,1.15,2.16,-0.25,1.01,0.66,0.48,0.423,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195007,0.0159,0.016,0,-2.664,-2.655,-1.926,-0.738,0.128,0.812,0.03,1.16,2.14,0.55,0.98,0.67,0.14,0.562,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195008,0.046,0.0471,0,-2.661,-2.629,-1.935,-0.726,0.137,0.784,0.029,1.2,2.14,0.14,0.94,0.62,0.24,0.976,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195009,0.0568,0.0585,0,-2.683,-2.628,-1.967,-0.715,0.149,0.751,0.026,1.3,2.2,-0.72,0.9,0.57,0.33,0.829,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195010,0.004,0.004,0,-2.652,-2.648,-1.957,-0.696,0.14,0.756,0.027,1.31,2.25,-0.48,0.94,0.55,0.4,0.685,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195011,0.0211,0.0213,0,-2.618,-2.619,-1.941,-0.677,0.14,0.747,0.025,1.36,2.24,0.35,0.88,0.55,0.19,0.545,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195012,0.0528,0.0543,0,-2.631,-2.586,-1.972,-0.659,0.142,0.723,0.031,1.34,2.24,0.16,0.9,0.53,0.07,0.407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195101,0.062,0.064,0,-2.679,-2.619,-2.033,-0.646,0.158,0.684,0.03,1.34,2.21,0.58,0.87,0.51,-0.39,1.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195102,0.0133,0.0134,0,-2.674,-2.668,-2.04,-0.634,0.156,0.675,0.031,1.36,2.28,-0.74,0.92,0.5,0.3,1.589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195103,-0.0188,-0.0186,0,-2.645,-2.663,-2.023,-0.622,0.16,0.781,0.032,1.4,2.41,-1.57,1.01,0.45,-0.8,1.176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195104,0.0468,0.0479,0,-2.683,-2.636,-2.083,-0.6,0.161,0.749,0.032,1.47,2.48,-0.63,1.01,0.48,0.54,0.389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195105,-0.0317,-0.0312,0,-2.633,-2.674,-2.055,-0.578,0.156,0.778,0.03,1.55,2.54,-0.69,0.99,0.51,0.54,0.129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195106,-0.0275,-0.0271,0,-2.598,-2.624,-2.042,-0.556,0.146,0.8,0.036,1.45,2.59,-0.62,1.14,0.55,-0.31,0.387,0,1,1,1,1,1,1,1,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195107,0.0673,0.0697,0,-2.673,-2.607,-2.135,-0.538,0.165,0.753,0.032,1.56,2.52,1.38,0.96,0.59,0.67,-0.129,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN
195108,0.0477,0.0489,0,-2.72,-2.682,-2.2,-0.52,0.166,0.719,0.03,1.62,2.46,0.99,0.84,0.62,0.15,0.129,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN
195109,0.0015,0.0015,0,-2.728,-2.729,-2.226,-0.502,0.145,0.716,0.029,1.63,2.53,-0.8,0.9,0.62,0.23,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN
195110,-0.0148,-0.0147,0,-2.739,-2.752,-2.222,-0.517,0.149,0.74,0.029,1.54,2.54,0.1,1,0.61,-1.55,0.641,1,1,1,1,1,1,1,1,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN
195111,0.01,0.0101,0,-2.761,-2.764,-2.229,-0.532,0.145,0.743,0.031,1.56,2.64,-1.36,1.08,0.6,0.75,0.51,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195112,0.0397,0.0405,0,-2.825,-2.787,-2.276,-0.548,0.14,0.721,0.036,1.73,2.69,-0.61,0.96,0.6,1.19,0.508,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195201,0.0162,0.0163,0,-2.838,-2.822,-2.297,-0.541,0.123,0.717,0.035,1.57,2.68,0.28,1.11,0.61,1.71,0.379,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195202,-0.0269,-0.0265,0,-2.798,-2.836,-2.266,-0.533,0.128,0.747,0.035,1.54,2.69,0.14,1.15,0.6,-0.99,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195203,0.0502,0.0515,0,-2.843,-2.796,-2.318,-0.525,0.14,0.752,0.032,1.59,2.63,1.11,1.04,0.55,-0.35,-0.633,1,1,1,1,1,1,1,1,1,1,0,0,1,0,NaN,NaN,NaN,NaN,NaN
195204,-0.0436,-0.0427,0,-2.792,-2.836,-2.282,-0.509,0.138,0.786,0.033,1.57,2.54,1.71,0.97,0.57,-1.75,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN
195205,0.0318,0.0324,0,-2.808,-2.785,-2.314,-0.494,0.138,0.771,0.032,1.67,2.57,-0.33,0.9,0.56,0.64,0.38,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NaN,NaN,NaN,NaN,NaN
195206,0.0453,0.0464,0,-2.846,-2.801,-2.367,-0.479,0.145,0.739,0.028,1.7,2.59,0.03,0.89,0.56,0.13,0.126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195207,0.0175,0.0177,0,-2.863,-2.846,-2.382,-0.481,0.126,0.725,0.028,1.81,2.61,-0.2,0.8,0.55,0.36,0.252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195208,-0.0072,-0.0072,0,-2.849,-2.863,-2.364,-0.484,0.111,0.737,0.028,1.83,2.67,-0.7,0.84,0.57,1.33,0.753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195209,-0.0198,-0.0196,0,-2.829,-2.849,-2.342,-0.487,0.118,0.749,0.031,1.71,2.77,-1.3,1.06,0.57,1.12,0.125,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195210,-0.0011,-0.0011,0,-2.837,-2.838,-2.335,-0.502,0.113,0.753,0.03,1.74,2.69,1.48,0.95,0.53,-1.09,-0.125,1,1,1,1,1,1,1,1,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN
195211,0.0581,0.0599,0,-2.892,-2.846,-2.375,-0.517,0.131,0.714,0.026,1.85,2.72,-0.15,0.87,0.55,1.23,0.125,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195212,0.036,0.0367,0,-2.936,-2.901,-2.404,-0.532,0.13,0.694,0.026,2.09,2.79,-0.86,0.7,0.54,-0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195301,-0.008,-0.0079,0,-2.929,-2.936,-2.393,-0.536,0.127,0.699,0.026,1.96,2.79,0.12,0.83,0.49,-0.92,-0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195302,-0.0092,-0.0092,0,-2.911,-2.929,-2.37,-0.54,0.12,0.713,0.026,1.97,2.87,-0.87,0.9,0.46,0.47,-0.25,1,1,1,1,1,1,1,1,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN
195303,-0.0242,-0.0239,0,-2.887,-2.911,-2.343,-0.544,0.11,0.762,0.024,2.01,2.94,-0.88,0.93,0.45,0.55,-0.503,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195304,-0.0273,-0.027,0,-2.858,-2.884,-2.305,-0.553,0.105,0.777,0.026,2.19,3.03,-1.05,0.84,0.42,-1.43,0.252,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195305,0.0056,0.0056,0,-2.852,-2.855,-2.291,-0.561,0.095,0.784,0.027,2.16,3.14,-1.48,0.98,0.44,1.18,0.126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195306,-0.0162,-0.0161,0,-2.833,-2.85,-2.264,-0.57,0.084,0.795,0.027,2.11,3.01,2.23,0.9,0.46,-1.14,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195307,0.0242,0.0246,1,-2.858,-2.833,-2.283,-0.575,0.086,0.775,0.026,2.04,3.01,0.39,0.97,0.58,1.38,0.375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195308,-0.0531,-0.0518,1,-2.799,-2.858,-2.218,-0.58,0.103,0.817,0.028,2.04,3.03,-0.08,0.99,0.61,-0.77,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195309,0.0005,0.0005,1,-2.8,-2.799,-2.215,-0.585,0.096,0.808,0.026,1.79,2.84,2.99,1.05,0.59,-0.46,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195310,0.0483,0.0496,1,-2.843,-2.793,-2.269,-0.573,0.113,0.774,0.025,1.38,2.81,0.74,1.43,0.66,1.53,0.124,1,0,0,0,0,0,0,1,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195311,0.0223,0.0226,1,-2.845,-2.836,-2.284,-0.561,0.1,0.758,0.026,1.44,2.86,-0.49,1.42,0.64,-0.24,0.248,1,0,1,0,0,0,0,0,1,1,1,0,1,0,NaN,NaN,NaN,NaN,NaN
195312,0.0005,0.0005,1,-2.84,-2.838,-2.291,-0.549,0.087,0.76,0.025,1.6,2.74,2.06,1.14,0.61,-0.34,-0.372,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195401,0.0508,0.0522,1,-2.885,-2.835,-2.336,-0.549,0.103,0.73,0.023,1.18,2.91,0.89,1.73,0.65,0.35,-0.124,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195402,0.0119,0.0119,1,-2.883,-2.88,-2.333,-0.55,0.104,0.725,0.022,0.97,2.79,2.4,1.82,0.66,-0.42,0.248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195403,0.0293,0.0297,1,-2.908,-2.879,-2.358,-0.551,0.106,0.805,0.022,1.03,2.78,0.58,1.75,0.65,-0.19,-0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195404,0.0464,0.0475,1,-2.961,-2.913,-2.396,-0.564,0.113,0.765,0.021,0.97,2.73,1.04,1.76,0.62,-1.38,-0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195405,0.0411,0.042,1,-2.998,-2.965,-2.42,-0.578,0.126,0.746,0.018,0.76,2.79,-0.87,2.03,0.59,0.45,-0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195406,0.0018,0.0018,0,-3.003,-3.002,-2.411,-0.592,0.121,0.732,0.018,0.64,2.72,1.63,2.08,0.59,-1,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195407,0.0565,0.0582,0,-3.054,-2.998,-2.466,-0.588,0.133,0.702,0.018,0.72,2.66,1.34,1.94,0.61,-0.94,0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195408,-0.0268,-0.0265,0,-3.015,-3.049,-2.43,-0.585,0.124,0.728,0.017,0.92,2.69,-0.36,1.77,0.62,0.54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195409,0.0785,0.0817,0,-3.09,-3.01,-2.508,-0.582,0.153,0.678,0.017,1.01,2.71,-0.1,1.7,0.58,0.5,-0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195410,-0.0189,-0.0187,0,-3.055,-3.074,-2.471,-0.584,0.142,0.694,0.018,0.98,2.71,0.06,1.73,0.59,0.34,-0.248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195411,0.0906,0.095,0,-3.117,-3.039,-2.532,-0.585,0.168,0.632,0.014,0.93,2.74,-0.25,1.81,0.56,0.5,-0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195412,0.0521,0.0535,0,-3.151,-3.102,-2.564,-0.587,0.188,0.604,0.027,1.15,2.72,0.64,1.57,0.55,-0.47,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195501,0.017,0.0171,0,-3.165,-3.147,-2.559,-0.605,0.175,0.598,0.026,1.22,2.86,-2.41,1.64,0.52,1.44,-0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195502,0.0124,0.0125,0,-3.164,-3.16,-2.541,-0.623,0.175,0.593,0.028,1.17,2.92,-0.78,1.75,0.54,0.15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195503,-0.0032,-0.0032,0,-3.155,-3.16,-2.514,-0.641,0.166,0.608,0.028,1.28,2.88,0.87,1.6,0.46,0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195504,0.038,0.0388,0,-3.19,-3.153,-2.522,-0.667,0.162,0.585,0.026,1.59,2.9,0.01,1.31,0.48,-0.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195505,0.0051,0.0051,0,-3.186,-3.188,-2.493,-0.693,0.149,0.586,0.025,1.45,2.87,0.73,1.42,0.46,-0.91,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195506,0.077,0.0801,0,-3.263,-3.184,-2.545,-0.718,0.177,0.552,0.025,1.41,2.93,-0.76,1.52,0.46,1.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195507,0.0549,0.0565,0,-3.312,-3.253,-2.581,-0.73,0.177,0.535,0.024,1.6,3,-1.02,1.4,0.46,0.61,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195508,-0.002,-0.002,0,-3.293,-3.301,-2.551,-0.742,0.168,0.532,0.026,1.9,3.01,0.04,1.11,0.45,-0.42,0.374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195509,0.0096,0.0097,0,-3.294,-3.283,-2.541,-0.753,0.142,0.534,0.025,2.07,2.98,0.73,0.91,0.46,0.03,-0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195510,-0.0327,-0.0322,0,-3.259,-3.29,-2.493,-0.766,0.147,0.547,0.025,2.23,2.92,1.44,0.69,0.49,-0.66,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195511,0.0823,0.086,0,-3.327,-3.255,-2.548,-0.779,0.144,0.515,0.026,2.24,2.95,-0.45,0.71,0.48,0.15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195512,-0.0022,-0.0022,0,-3.323,-3.323,-2.531,-0.792,0.125,0.51,0.025,2.54,2.95,0.37,0.41,0.47,0.26,0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195601,-0.0378,-0.0372,0,-3.267,-3.304,-2.487,-0.78,0.132,0.529,0.026,2.41,2.92,0.83,0.51,0.49,0.21,-0.248,1,1,1,1,1,1,1,1,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN
195602,0.0386,0.0394,0,-3.284,-3.249,-2.515,-0.769,0.142,0.515,0.024,2.32,2.93,-0.02,0.61,0.5,0.28,-0.124,1,1,1,1,1,1,1,1,0,1,0,0,0,1,NaN,NaN,NaN,NaN,NaN
195603,0.066,0.0684,0,-3.333,-3.266,-2.576,-0.758,0.165,0.531,0.027,2.25,3.03,-1.49,0.78,0.5,0.03,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN
195604,-0.0025,-0.0025,0,-3.318,-3.32,-2.582,-0.736,0.152,0.527,0.026,2.6,3.11,-1.13,0.51,0.44,-0.02,0.124,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195605,-0.0624,-0.0606,0,-3.236,-3.304,-2.522,-0.714,0.172,0.569,0.029,2.61,2.99,2.25,0.38,0.45,-1.73,0.124,0,1,1,1,1,1,1,1,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN
195606,0.036,0.0367,0,-3.262,-3.223,-2.569,-0.693,0.157,0.552,0.026,2.49,2.99,0.27,0.5,0.5,-0.45,0.496,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195607,0.0481,0.0494,0,-3.305,-3.254,-2.632,-0.673,0.154,0.525,0.025,2.31,3.13,-2.09,0.82,0.52,1.16,0.616,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NaN,NaN,NaN,NaN,NaN
195608,-0.0353,-0.0347,0,-3.258,-3.297,-2.606,-0.652,0.166,0.541,0.024,2.6,3.25,-1.87,0.65,0.5,-0.21,0.734,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195609,-0.0472,-0.0462,0,-3.205,-3.251,-2.573,-0.632,0.179,0.572,0.029,2.84,3.24,0.5,0.4,0.51,-0.38,-0.122,0,0,0,1,1,1,0,1,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN
195610,0.0042,0.0043,0,-3.228,-3.223,-2.583,-0.645,0.169,0.566,0.029,2.9,3.29,-0.54,0.39,0.58,-0.51,0.122,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195611,-0.0043,-0.0043,0,-3.236,-3.247,-2.577,-0.659,0.14,0.575,0.027,2.99,3.33,-0.57,0.34,0.55,-0.69,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195612,0.0332,0.0338,0,-3.289,-3.255,-2.616,-0.673,0.151,0.544,0.026,3.21,3.45,-1.79,0.24,0.62,0.97,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195701,-0.0437,-0.0429,0,-3.248,-3.291,-2.575,-0.674,0.153,0.567,0.028,3.11,3.28,3.46,0.17,0.72,-1.49,0.242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195702,-0.0278,-0.0275,0,-3.217,-3.25,-2.542,-0.675,0.149,0.585,0.03,3.1,3.28,0.25,0.18,0.8,0.68,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195703,0.0209,0.0212,0,-3.239,-3.219,-2.563,-0.676,0.132,0.6,0.026,3.08,3.31,-0.24,0.23,0.77,0.74,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195704,0.0428,0.0438,0,-3.275,-3.239,-2.597,-0.678,0.147,0.576,0.027,3.07,3.45,-2.22,0.38,0.77,1.56,0.24,1,0,0,0,0,0,0,0,1,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN
