date,lnsp500_rf,sp500_rf,recessionD,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl,ma_1_9,ma_1_12,ma_2_9,ma_2_12,ma_3_9,ma_3_12,mom_9,mom_12,vol_1_9,vol_1_12,vol_2_9,vol_2_12,vol_3_9,vol_3_12,sento ,sent,dsento,dsent,ewsi
196608,-0.0783,-0.0757,0,-3.291,-3.372,-2.642,-0.649,0.107,0.575,0.021,4.96,4.99,-2.06,0.03,0.52,-0.53,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1204,-1.1688,0.1014,-0.09,NaN
196609,-0.0104,-0.0104,0,-3.277,-3.284,-2.632,-0.645,0.1,0.585,0.017,5.37,4.8,3.32,-0.57,0.6,-2.54,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2608,-1.2428,0.2606,0.1796,NaN
196610,0.0427,0.0439,0,-3.326,-3.279,-2.676,-0.65,0.107,0.562,0.015,5.35,4.67,2.28,-0.68,0.69,0.33,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3183,-1.2172,-2.4069,-1.5122,NaN
196611,0.0067,0.0068,0,-3.331,-3.328,-2.676,-0.655,0.107,0.573,0.018,5.32,4.8,-1.48,-0.52,0.78,1.28,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2717,-1.1682,1.0734,1.2683,NaN
196612,-0.0041,-0.0041,0,-3.332,-3.333,-2.672,-0.659,0.106,0.577,0.017,4.96,4.55,4.13,-0.41,0.79,-2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1929,-1.0288,-0.0416,0.2227,NaN
196701,0.0721,0.0751,0,-3.404,-3.328,-2.754,-0.65,0.132,0.533,0.016,4.72,4.48,1.54,-0.24,0.77,2.96,0.101,1,1,1,0,1,0,0,0,1,0,0,0,1,0,-1.0486,-0.9137,1.2187,1.1642,NaN
196702,0.0036,0.0036,0,-3.402,-3.4,-2.762,-0.64,0.127,0.54,0.018,4.56,4.65,-2.21,0.09,0.79,0.2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-0.8519,-0.83,-0.944,-0.5418,NaN
196703,0.0365,0.0373,0,-3.437,-3.399,-2.806,-0.631,0.131,0.55,0.015,4.26,4.55,1.98,0.29,0.72,-0.81,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.842,-0.8718,0.2485,0.9067,NaN
196704,0.0389,0.0398,0,-3.479,-3.437,-2.855,-0.624,0.139,0.531,0.015,3.84,4.77,-2.91,0.93,0.72,2.2,0.202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.8624,-0.7452,0.1102,0.0187,NaN
196705,-0.0511,-0.05,0,-3.425,-3.479,-2.809,-0.616,0.138,0.558,0.011,3.6,4.82,-0.39,1.22,0.72,-2.15,0.202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7722,-0.7434,0.3322,0.6786,NaN
196706,0.0161,0.0163,0,-3.442,-3.425,-2.834,-0.609,0.137,0.553,0.01,3.54,5.07,-3.12,1.53,0.71,0.89,0.302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7733,-0.6606,1.743,1.3956,NaN
196707,0.0425,0.0435,0,-3.484,-3.44,-2.88,-0.604,0.147,0.526,0.007,4.21,5.05,0.68,0.84,0.68,-0.27,0.301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7763,-0.6042,-0.344,-0.1633,NaN
196708,-0.0103,-0.0103,0,-3.47,-3.482,-2.87,-0.6,0.123,0.528,0.006,4.27,5.14,-0.84,0.87,0.71,0.77,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.6974,-0.5457,1.8418,0.748,NaN
196709,0.0297,0.0303,0,-3.5,-3.468,-2.904,-0.596,0.131,0.514,0.006,4.42,5.17,-0.04,0.75,0.75,0.98,0.299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4662,-0.4372,-0.243,-0.2502,NaN
196710,-0.0315,-0.0311,0,-3.471,-3.5,-2.873,-0.598,0.126,0.541,0.004,4.56,5.49,-4,0.93,0.7,1.19,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.655,-0.5276,0.4483,0.5189,NaN
196711,0.0026,0.0026,0,-3.472,-3.471,-2.872,-0.6,0.125,0.543,0.003,4.73,5.67,-1.96,0.94,0.65,-0.76,0.297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4241,-0.2442,1.1951,0.4701,NaN
196712,0.0228,0.0231,0,-3.498,-3.472,-2.896,-0.602,0.131,0.526,0.014,4.97,5.56,1.92,0.59,0.74,-0.65,0.297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.1913,-0.0036,2.8712,1.9183,NaN
196801,-0.0469,-0.046,0,-3.449,-3.494,-2.844,-0.605,0.121,0.556,0.013,5,5.36,3.28,0.36,0.67,0.33,0.296,0,0,1,1,1,1,0,1,1,1,1,1,1,1,-0.0571,0.1471,-1.6567,-2.1833,NaN
196802,-0.0314,-0.0311,0,-3.414,-3.446,-2.806,-0.609,0.131,0.566,0.01,4.98,5.42,-0.33,0.44,0.7,0.7,0.393,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.013,0.3062,-1.3769,-2.6411,NaN
196803,0.0055,0.0055,0,-3.42,-3.411,-2.808,-0.612,0.119,0.567,0.013,5.17,5.6,-2.12,0.43,0.74,0.15,0.294,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.0007,0.294,0.3667,0.3619,NaN
196804,0.0764,0.0798,0,-3.494,-3.416,-2.879,-0.615,0.134,0.522,0.008,5.38,5.47,2.27,0.09,0.76,-1.79,0.488,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-0.0426,0.1877,0.7653,2.2936,NaN
196805,0.0118,0.0119,0,-3.501,-3.49,-2.882,-0.619,0.12,0.53,0.011,5.66,5.47,0.43,-0.19,0.76,-0.11,0.291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0553,0.409,2.7788,2.1094,NaN
196806,0.0052,0.0052,0,-3.506,-3.497,-2.884,-0.622,0.116,0.531,0.012,5.52,5.34,2.3,-0.18,0.79,-1.08,0.291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2585,0.5869,-0.2146,-0.4593,NaN
196807,-0.0222,-0.022,0,-3.483,-3.501,-2.86,-0.623,0.108,0.54,0.014,5.31,5.17,2.89,-0.14,0.74,0.52,0.579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4988,0.7625,-0.1344,-0.5901,NaN
196808,0.0119,0.012,0,-3.49,-3.478,-2.866,-0.624,0.109,0.532,0.018,5.09,5.2,-0.03,0.11,0.8,2.09,0.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7762,0.8967,-1.462,-0.1544,NaN
196809,0.0344,0.0351,0,-3.523,-3.485,-2.898,-0.625,0.111,0.509,0.018,5.19,5.31,-1.02,0.12,0.82,0.49,0.287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8084,1.043,0.2651,0.6562,NaN
196810,0.0042,0.0043,0,-3.526,-3.519,-2.899,-0.626,0.101,0.5,0.019,5.35,5.43,-1.32,0.08,0.75,-0.28,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2739,1.3652,-0.3042,-1.4096,NaN
196811,0.0477,0.0491,0,-3.568,-3.521,-2.94,-0.628,0.118,0.484,0.021,5.45,5.66,-2.69,0.21,0.82,0.43,0.569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.461,1.4537,0.7592,0.8093,NaN
196812,-0.0462,-0.0454,0,-3.521,-3.564,-2.892,-0.629,0.126,0.505,0.032,5.96,5.98,-3.63,0.02,0.78,1.3,0.378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9681,2.0043,-0.0528,-0.1574,NaN
196901,-0.0125,-0.0125,0,-3.51,-3.518,-2.88,-0.629,0.114,0.504,0.037,6.14,6.17,-2.06,0.03,0.73,3.45,0.282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8913,1.8932,-0.5756,-0.6204,NaN
196902,-0.0483,-0.0474,0,-3.458,-3.507,-2.828,-0.63,0.119,0.526,0.041,6.12,6.18,0.42,0.06,0.64,-2.02,0.282,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1.8052,1.7935,-1.5297,-1.7225,NaN
196903,0.0292,0.0297,0,-3.489,-3.455,-2.859,-0.63,0.128,0.557,0.04,6.02,6.2,0.1,0.18,0.66,-2.1,0.374,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1.782,1.7728,-0.3786,0.1015,NaN
196904,0.0175,0.0178,0,-3.507,-3.486,-2.879,-0.628,0.106,0.548,0.044,6.11,5.93,4.27,-0.18,0.65,-0.92,0.837,1,1,0,1,0,0,1,1,1,1,1,1,0,1,2.0692,2.0387,-0.8847,-0.8049,NaN
196905,-0.0012,-0.0012,0,-3.501,-3.504,-2.876,-0.626,0.102,0.556,0.044,6.04,6.35,-4.9,0.31,0.73,2.63,0.646,1,1,1,1,0,1,1,1,0,0,0,1,0,1,2.5312,2.2946,-1.0692,-0.3547,NaN
196906,-0.0609,-0.0594,0,-3.441,-3.498,-2.817,-0.624,0.122,0.597,0.045,6.44,6.23,2.14,-0.21,0.72,-1.79,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4653,2.3291,-2.105,-1.6816,NaN
196907,-0.0658,-0.064,0,-3.377,-3.439,-2.752,-0.624,0.137,0.639,0.051,7,6.21,0.79,-0.79,0.76,-0.74,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4499,2.3036,-1.1926,-1.7022,NaN
196908,0.0389,0.0399,0,-3.414,-3.375,-2.789,-0.625,0.147,0.623,0.047,6.98,6.3,-0.69,-0.68,0.89,0.49,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328,2.2101,0.4477,1.0227,NaN
196909,-0.03,-0.0298,0,-3.386,-3.412,-2.761,-0.626,0.145,0.641,0.048,7.09,6.77,-5.31,-0.32,0.91,2.87,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5442,2.4217,0.5103,-0.5213,NaN
196910,0.0399,0.041,0,-3.429,-3.385,-2.81,-0.619,0.158,0.609,0.049,7,6.53,3.65,-0.47,0.89,-2.38,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4564,2.2881,0.6038,0.7221,NaN
196911,-0.0354,-0.035,0,-3.392,-3.428,-2.781,-0.611,0.153,0.642,0.048,7.24,6.76,-2.43,-0.48,0.9,-2.28,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5225,2.3152,-1.6181,-0.4472,NaN
196912,-0.0231,-0.023,1,-3.372,-3.391,-2.768,-0.604,0.145,0.651,0.034,7.82,6.87,-0.68,-0.95,0.93,-0.66,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6915,2.4002,-0.5736,-1.499,NaN
197001,-0.0849,-0.0819,1,-3.291,-3.371,-2.697,-0.594,0.17,0.7,0.034,7.87,6.93,-0.21,-0.94,0.95,1.62,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3983,2.2139,2.0688,-0.1044,NaN
197002,0.0513,0.053,1,-3.342,-3.29,-2.757,-0.584,0.172,0.67,0.036,7.13,6.51,5.87,-0.62,0.85,-1.86,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0826,1.9492,-1.7751,-1.5296,NaN
197003,-0.0031,-0.0031,1,-3.342,-3.341,-2.768,-0.574,0.162,0.69,0.036,6.63,6.61,-0.68,-0.02,0.79,0.23,0.528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1484,1.9322,-0.7851,-1.4826,NaN
197004,-0.0985,-0.0944,1,-3.246,-3.341,-2.679,-0.567,0.19,0.737,0.036,6.51,6.99,-4.13,0.48,0.87,1.63,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9435,1.8016,-1.1685,-1.9544,NaN
197005,-0.0617,-0.0601,1,-3.182,-3.245,-2.623,-0.559,0.211,0.774,0.039,6.84,7.43,-4.68,0.59,0.87,3.05,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6098,1.5923,-0.847,-1.8086,NaN
197006,-0.056,-0.0547,1,-3.13,-3.181,-2.578,-0.551,0.21,0.793,0.042,6.68,7.09,4.86,0.41,0.77,-4.85,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,1.2427,0.6507,0.959,NaN
197007,0.0673,0.07,1,-3.199,-3.129,-2.659,-0.541,0.212,0.739,0.043,6.45,6.87,3.19,0.42,0.96,2.37,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2708,1.1705,-0.671,-0.9938,NaN
197008,0.0432,0.0444,1,-3.242,-3.198,-2.712,-0.53,0.214,0.709,0.039,6.41,6.94,-0.19,0.53,1.31,1.19,0.343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0581,1.0087,-0.7449,-0.4115,NaN
197009,0.0288,0.0294,1,-3.273,-3.241,-2.754,-0.519,0.213,0.713,0.038,6.12,6.8,2.28,0.68,1.3,-0.89,0.171,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1.1093,0.9427,1.5423,1.2996,NaN
197010,-0.0142,-0.0141,1,-3.267,-3.279,-2.757,-0.51,0.204,0.718,0.037,5.91,6.93,-1.09,1.02,1.3,0.13,0.512,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0.9443,0.7445,-1.509,-0.7941,NaN
197011,0.048,0.0495,1,-3.319,-3.272,-2.818,-0.5,0.209,0.683,0.035,5.28,6.37,7.91,1.09,1.33,-2.07,0.509,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0.6946,0.5571,-0.1056,-0.6267,NaN
197012,0.0526,0.0543,0,-3.379,-3.324,-2.888,-0.491,0.22,0.646,0.031,4.87,6.48,-0.84,1.61,1.48,4.56,0.338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7908,0.4473,-2.1712,-0.9342,NaN
197101,0.0379,0.0388,0,-3.422,-3.382,-2.922,-0.5,0.205,0.624,0.031,4.44,6.12,5.06,1.68,1.38,0.26,0.505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6164,0.2961,0.6713,0.9968,NaN
197102,0.0095,0.0096,0,-3.434,-3.425,-2.925,-0.509,0.189,0.617,0.026,3.7,6.29,-1.63,2.59,1.31,-2.03,0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3952,0.083,0.6839,1.046,NaN
197103,0.0352,0.036,0,-3.474,-3.438,-2.956,-0.518,0.201,0.634,0.026,3.38,5.93,5.26,2.55,1.25,-2.68,0.168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1045,-0.0742,0.2022,0.5107,NaN
197104,0.0335,0.0341,0,-3.51,-3.475,-2.985,-0.525,0.179,0.609,0.027,3.86,6.19,-2.83,2.33,1.2,0.47,0.334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.1122,-0.3934,0.6064,1.2409,NaN
197105,-0.0411,-0.0404,0,-3.469,-3.511,-2.936,-0.533,0.172,0.631,0.03,4.14,6.24,-0.06,2.1,1.09,-1.55,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.3421,-0.6007,-1.1027,-0.0047,NaN
197106,-0.001,-0.001,0,-3.471,-3.47,-2.931,-0.54,0.152,0.643,0.027,4.75,6.41,-1.59,1.66,1.11,2.66,0.498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4272,-0.6972,0.0813,0.4475,NaN
197107,-0.0456,-0.0448,0,-3.43,-3.472,-2.882,-0.548,0.143,0.668,0.026,5.4,6.43,0.3,1.03,1.12,-0.55,0.578,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4015,-0.6719,-1.2578,-0.6119,NaN
197108,0.0367,0.0375,0,-3.466,-3.431,-2.91,-0.556,0.141,0.638,0.027,4.94,6.1,4.71,1.16,1.17,0.83,0.247,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-0.4626,-0.7779,0.8739,2.1696,NaN
197109,-0.0092,-0.0092,0,-3.46,-3.467,-2.896,-0.564,0.134,0.646,0.028,4.69,5.98,2.04,1.29,1.15,-3.06,0.246,0,1,0,1,0,1,1,1,1,1,1,1,1,1,-0.4884,-0.6666,-0.7292,-0.7628,NaN
197110,-0.0449,-0.044,0,-3.42,-3.462,-2.837,-0.582,0.144,0.683,0.029,4.46,5.88,1.67,1.42,1.09,1.15,0.082,0,0,0,0,0,1,0,1,0,1,0,1,1,1,-0.7922,-0.7765,0.0499,-0.6189,NaN
197111,-0.0008,-0.0008,0,-3.419,-3.422,-2.819,-0.601,0.127,0.689,0.029,4.22,5.96,-0.47,1.74,1.12,0.76,0.164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9396,-0.9273,0.2878,0.2752,NaN
197112,0.0807,0.0844,0,-3.504,-3.422,-2.885,-0.619,0.138,0.644,0.034,4.01,5.97,0.44,1.96,1.13,1.79,0.163,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1.2104,-0.9293,0.0191,0.6429,NaN
197201,0.0156,0.0157,0,-3.522,-3.504,-2.897,-0.625,0.129,0.635,0.033,3.38,6.06,-0.63,2.68,1.04,0.3,0.407,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-1.1078,-0.7949,0.7854,0.183,NaN
197202,0.027,0.0274,0,-3.547,-3.522,-2.916,-0.632,0.136,0.618,0.033,3.2,6.02,0.88,2.82,0.96,0.19,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0665,-0.8276,0.0136,0.4244,NaN
197203,0.0046,0.0046,0,-3.553,-3.547,-2.915,-0.638,0.124,0.646,0.032,3.73,6.13,-0.82,2.4,1,1.06,0.486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.8633,-0.6958,0.8912,0.3859,NaN
197204,0.0024,0.0024,0,-3.557,-3.553,-2.91,-0.647,0.113,0.637,0.032,3.71,6.15,0.27,2.44,0.94,0.08,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.8466,-0.6329,-0.817,-0.7894,NaN
197205,0.0187,0.0189,0,-3.575,-3.557,-2.918,-0.656,0.105,0.632,0.031,3.69,5.97,2.7,2.28,0.93,-1.07,0.242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7446,-0.635,-1.3243,-0.89,NaN
197206,-0.0234,-0.0232,0,-3.552,-3.575,-2.887,-0.665,0.113,0.654,0.034,3.91,6.07,-0.65,2.16,0.97,-0.03,0.321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.6788,-0.5662,-0.2812,0.2449,NaN
197207,0,0,0,-3.554,-3.551,-2.88,-0.673,0.097,0.657,0.033,3.98,5.93,2.16,1.95,1.02,-1.86,0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7231,-0.6077,-0.4163,-1.8166,NaN
197208,0.0354,0.0361,0,-3.586,-3.553,-2.905,-0.682,0.097,0.63,0.032,4.02,5.95,0.29,1.93,1,0.43,0.399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.7275,-0.5164,0.5968,0.6266,NaN
197209,-0.0066,-0.0066,0,-3.581,-3.585,-2.891,-0.69,0.096,0.637,0.033,4.66,6.06,-0.83,1.4,0.87,1.14,0.159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.5443,-0.4825,-0.573,-1.0358,NaN
197210,0.0069,0.007,0,-3.582,-3.573,-2.885,-0.697,0.082,0.636,0.032,4.74,5.91,2.34,1.17,0.85,-1.33,0.397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4797,-0.5377,-0.0093,-0.2427,NaN
197211,0.0451,0.0463,0,-3.619,-3.575,-2.915,-0.705,0.099,0.597,0.031,4.78,5.77,2.26,0.99,0.87,0.23,0.316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.5343,-0.4895,0.2024,0.2509,NaN
197212,0.0096,0.0097,0,-3.624,-3.612,-2.912,-0.712,0.072,0.596,0.034,5.07,5.99,-2.29,0.92,0.85,2.25,0.237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.4765,-0.3729,-0.0894,-0.0184,NaN
197301,-0.0211,-0.021,0,-3.604,-3.622,-2.875,-0.729,0.074,0.608,0.036,5.41,6.85,-3.21,1.44,0.75,2.67,0.315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.192,-0.3919,-0.8685,-0.066,0.3538
197302,-0.0389,-0.0383,0,-3.564,-3.602,-2.818,-0.746,0.078,0.636,0.036,5.6,6.88,0.14,1.28,0.75,0.09,0.314,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.0577,-0.2654,-0.5952,-1.3534,0.3536
197303,-0.0057,-0.0058,0,-3.56,-3.562,-2.797,-0.763,0.078,0.676,0.037,6.09,6.86,0.82,0.77,0.74,-0.37,0.702,0,0,0,1,1,1,1,1,0,0,0,0,0,1,-0.0166,-0.2455,-1.3964,-0.7294,0.3754
197304,-0.046,-0.0451,0,-3.514,-3.555,-2.735,-0.779,0.093,0.698,0.038,6.26,6.87,0.46,0.61,0.83,0.15,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146,-0.3333,-0.3233,-0.3425,0.3573
197305,-0.0193,-0.0192,0,-3.489,-3.508,-2.695,-0.794,0.093,0.713,0.04,6.36,7.03,-1.05,0.67,0.77,0.66,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2844,-0.5154,-0.6156,-0.4988,0.3734
197306,-0.0105,-0.0105,0,-3.478,-3.484,-2.669,-0.809,0.089,0.721,0.039,7.19,7.1,-0.21,-0.09,0.76,-0.35,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3726,-0.6514,-0.0114,-0.68,0.3597
197307,0.0324,0.0331,0,-3.51,-3.472,-2.685,-0.825,0.101,0.694,0.037,8.01,7.6,-4.33,-0.41,0.79,-0.43,0.682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.411,-0.7492,0.726,0.5461,0.3649
197308,-0.0387,-0.0382,0,-3.467,-3.504,-2.627,-0.84,0.102,0.724,0.037,8.67,7.28,3.91,-1.39,0.85,-0.35,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5001,-0.8772,-0.5869,0.1205,0.3279
197309,0.0342,0.035,0,-3.501,-3.462,-2.646,-0.855,0.112,0.679,0.034,8.29,7.03,3.18,-1.26,1,0.38,1.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5963,-0.9474,0.9175,0.8561,0.3289
197310,-0.0066,-0.0066,0,-3.489,-3.49,-2.625,-0.864,0.112,0.672,0.035,7.22,6.89,2.15,-0.33,0.81,-2.81,0.296,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7382,-1.073,-0.6267,-0.1698,0.337
197311,-0.1194,-0.1132,1,-3.357,-3.478,-2.484,-0.873,0.136,0.782,0.039,7.83,7.12,-1.83,-0.71,0.75,2.61,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7604,-1.2469,-0.0417,0.5959,0.3055
197312,0.0113,0.0114,1,-3.362,-3.346,-2.481,-0.881,0.137,0.756,0.013,7.45,7.26,-0.82,-0.19,0.8,-0.07,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8261,-1.1287,2.6463,-0.7551,0.3286
197401,-0.0143,-0.0143,1,-3.346,-3.357,-2.463,-0.884,0.134,0.751,0.012,7.77,7.4,-0.83,-0.37,0.65,0.3,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8381,-1.1317,0.836,-0.6489,0.3481
197402,-0.0045,-0.0045,1,-3.337,-3.341,-2.451,-0.886,0.122,0.747,0.011,7.12,7.48,-0.24,0.36,0.68,0.33,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0197,-1.3766,-0.2636,-0.1247,0.2387
197403,-0.028,-0.0278,1,-3.308,-3.331,-2.42,-0.888,0.13,0.815,0.01,7.96,7.83,-2.92,-0.13,0.61,-0.15,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1496,-1.4529,0.0431,-1.3945,0.2629
197404,-0.045,-0.0443,1,-3.262,-3.302,-2.365,-0.897,0.13,0.825,0.01,8.33,8.16,-2.53,-0.17,0.62,-0.88,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4505,-1.7168,0.5324,1.2248,0.2681
197405,-0.0342,-0.0338,1,-3.222,-3.256,-2.316,-0.906,0.135,0.86,0.009,8.23,8.1,1.23,-0.13,0.68,-0.18,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5644,-1.8271,0.2562,-0.5653,0.264
197406,-0.0197,-0.0197,1,-3.202,-3.216,-2.286,-0.915,0.138,0.86,0.008,7.9,8.12,0.45,0.22,0.8,-3.3,1.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6503,-1.8752,-0.3473,-0.6145,0.2637
197407,-0.0864,-0.0833,1,-3.112,-3.193,-2.191,-0.921,0.156,0.911,0.008,7.55,8.23,-0.29,0.68,0.76,-1.82,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6769,-1.8956,-0.1981,0.4296,0.25
197408,-0.092,-0.0885,1,-3.009,-3.104,-2.083,-0.926,0.175,1.017,0.007,8.96,8.55,-2.32,-0.41,0.77,-0.36,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.866,-2.1308,0.6667,0.7682,0.2474
197409,-0.1324,-0.125,1,-2.874,-3.001,-1.942,-0.931,0.207,1.135,0.005,8.06,8.37,2.47,0.31,0.94,-0.73,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7369,-1.9762,0.241,-0.3905,0.2516
197410,0.1487,0.1614,1,-3.024,-2.873,-2.101,-0.922,0.263,1.037,0.004,7.46,7.95,4.89,0.49,1.21,3.96,1.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0177,-2.2653,-1.1132,-0.3661,0.2222
197411,-0.053,-0.0519,1,-2.968,-3.023,-2.055,-0.913,0.241,1.116,0.008,7.47,7.71,2.95,0.24,1.71,-1.78,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2352,-2.5144,-1.2241,-0.5298,0.2354
197412,-0.0244,-0.0242,1,-2.947,-2.967,-2.043,-0.904,0.246,1.12,0.009,7.15,7.6,1.71,0.45,1.74,-2.46,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6583,-2.2801,-0.4974,-1.7317,0.2667
197501,0.1106,0.1177,1,-3.056,-2.94,-2.175,-0.881,0.283,0.981,0.009,6.26,7.96,2.25,1.7,1.98,3.71,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5468,-2.1363,0.6632,0.1609,0.2092
197502,0.0601,0.0622,1,-3.108,-3.05,-2.25,-0.858,0.304,0.934,0.012,5.5,7.88,1.31,2.38,2.03,0.06,0.449,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-1.8588,-2.3823,0.0512,1.5233,0.2117
197503,0.0192,0.0194,1,-3.123,-3.102,-2.289,-0.834,0.301,0.972,0.021,5.49,8.24,-2.67,2.75,1.81,0.2,0.702,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1.9254,-2.4976,0.269,0.5611,0.2244
197504,0.0437,0.0448,0,-3.166,-3.119,-2.355,-0.811,0.301,0.909,0.023,5.61,8.52,-1.82,2.91,1.63,1.3,0.381,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1.7904,-2.5225,-1.6549,1.9945,0.2271
